Date,Observed,Predicted
2017-06-27,-0.87,-1.282835382944514
2017-06-28,-0.91,-1.170665624265223
2017-06-30,-1.06,-1.1658175361752259
2017-07-04,-0.68,-0.8054205762468656
2017-07-07,-0.96,-1.1139625044031702
2017-07-09,-0.74,-0.9832608419378296
2017-07-20,-0.83,-1.0527561681264233
2017-07-25,-1.07,-1.0631006708137456
2017-07-27,-1.2,-1.006179749740827
2017-08-03,-1.73,-1.2109033329803824
2017-08-08,-0.97,-1.174959065538038
2017-08-11,-0.81,-1.0141025216725295
2017-08-16,-1.12,-1.0493704207235683
2017-08-21,-1.37,-0.8349088657338308
2017-08-24,-1.21,-1.0707456316094568
2017-08-26,-1.42,-0.817176049539613
2017-09-03,-1.91,-0.9463823623422684
2017-09-07,-1.41,-0.9940940642671456
2017-09-14,-1.61,-1.1483517573654132
2017-09-24,-0.72,-0.9417096824765882
2017-09-25,-1.38,-1.0732151022774903
2017-09-26,-1.73,-0.9792200898341727
2017-09-27,-1.93,-1.0915729932382714
2017-09-28,-1.83,-1.11560273485796
2017-09-30,-0.99,-0.8563071772898042
2017-10-02,-1.16,-1.0105702758170334
2017-10-06,-1.55,-0.9880750733389322
2017-10-17,-1.45,-1.6378941185642362
2017-10-20,-1.15,-1.1641572282965826
2017-11-04,-1.06,-1.1993559960988065
2017-11-05,-0.86,-1.1029317288747924
2017-11-08,-1.14,-1.7613432595412688
2017-11-10,-0.89,-1.0182661137801126
2017-11-20,-1.13,-1.200301887466986
2017-11-23,-0.64,-1.2365855860475867
2017-11-25,-0.65,-1.1260177829274727
2017-11-26,-0.67,-1.2095356850413903
2017-12-08,-1.06,-1.3588023473439583
2017-12-17,-0.57,-1.120463295968001
2017-12-28,-1.06,-1.2008859268976568
2017-12-29,-0.88,-1.1794530148343514
2018-01-10,-1.05,-1.033365355352444
2018-01-24,-1.03,-1.1605198620091053
2018-01-25,-1.09,-1.143431089936183
2018-01-31,-1.12,-1.124846142033734
2018-02-14,-1.48,-1.0920973508284644
2018-02-16,-1.42,-1.143944811679406
2018-03-01,-1.42,-1.0110826316315105
2018-03-03,-1.69,-0.9758892070536507
2018-03-17,-1.06,-0.9586777335603974
2018-03-19,-1.45,-0.7421713899098762
2018-03-26,-0.71,-0.8397443510658904
2018-04-02,-1.15,-0.6006215661514723
2018-04-03,-1.41,-0.9916532233705684
2018-04-04,-1.38,-0.9291356172043886
2018-04-09,-1.48,-1.112347230676859
2018-04-10,-1.53,-1.0557607228135673
2018-04-11,-1.38,-0.9311954606707619
2018-04-14,-1.26,-0.8662891399845309
2018-04-23,-1.77,-0.8787504056802674
2018-04-30,-1.0,-0.6864492293097719
2018-05-06,-0.74,-0.8812665858920428
2018-05-07,-1.32,-1.017004083347276
2018-05-09,-1.11,-0.9765732969515547
2018-05-11,-0.94,-0.8737258101908784
2018-05-13,-0.35,-0.29086679269519017
2018-05-30,-1.41,-0.9228162246370384
2018-06-02,-1.49,-1.0244180499190763
2018-06-13,-1.9,-1.3906189979854853
2018-06-16,-1.11,-0.9351051366877039
2018-06-24,-1.53,-0.7967595905533831
2018-06-28,-1.33,-1.1356482585808365
2018-07-03,-1.16,-0.9487693619049561
2018-07-04,-0.77,-0.8313004117301326
2018-07-12,-1.24,-1.178191604724099
2018-07-14,-0.96,-0.9647155492056781
2018-07-16,-2.15,-1.3899700349039055
2018-07-17,-2.61,-2.030452404725759
2018-07-19,-3.08,-2.0508521221412903
2018-07-22,-2.43,-2.1878913473633577
2018-07-25,-3.4,-3.303750808260306
2018-08-06,-3.33,-3.8335831307677104
2018-08-14,-1.17,-1.194396408022046
2018-08-23,-1.02,-0.9432858569983842
2018-08-26,-0.74,-0.956335464264015
2018-08-27,-1.01,-0.9677871586695279
2018-08-28,-0.94,-0.9821983360664457
2018-09-04,-1.2,-0.967265478562463
2018-09-05,-1.06,-0.9593961688737667
2018-09-10,-1.0,-1.0408783904115482
2018-09-13,-1.1,-0.9117650330137472
2018-09-14,-1.0,-1.12861319930824
2018-09-25,-1.18,-1.0083160994059674
2018-09-30,-0.72,-1.0217718924067478
2018-10-01,-1.16,-0.3678988964279151
2018-10-08,-1.33,-1.1566137802398873
2018-10-11,-1.37,-1.047049050688503
2018-10-17,-1.29,-0.8711603342326324
2018-10-19,-1.27,-0.8032834219176036
2018-10-20,-1.26,-0.8484903770034117
2018-10-28,-1.22,-0.9112861667632097
2018-11-01,-1.51,-1.0721247725866576
2018-11-08,-1.71,-1.1329434015606819
